minT: 1  maxT: 10
1134 0.951 0.922 0.857
1135 0.949 0.907 0.823
1136 0.933 0.89 0.811
1137 0.942 0.881 0.793
1138 0.938 0.879 0.813
1139 0.926 0.856 0.761
1140 0.915 0.84 0.76
1141 0.92 0.865 0.785
1142 0.905 0.846 0.762
1143 0.899 0.826 0.733
1144 0.906 0.824 0.751
1145 0.883 0.79 0.712
1146 0.879 0.789 0.713
1147 0.865 0.773 0.705
1148 0.856 0.766 0.699
1149 0.849 0.765 0.689
1150 0.827 0.744 0.667
1151 0.845 0.77 0.691
1152 0.827 0.743 0.651
1153 0.821 0.735 0.65
1154 0.807 0.716 0.632
1155 0.776 0.682 0.606
1156 0.783 0.68 0.617
1157 0.777 0.691 0.617
1158 0.757 0.638 0.569
1159 0.753 0.649 0.58
1160 0.747 0.639 0.544
1161 0.736 0.612 0.55
1162 0.75 0.635 0.553
1163 0.703 0.594 0.534
1164 0.718 0.615 0.538
1165 0.696 0.596 0.531
1166 0.678 0.563 0.493
1167 0.683 0.571 0.511
1168 0.671 0.554 0.482
1169 0.655 0.559 0.493
1170 0.631 0.526 0.467
1171 0.612 0.493 0.424
1172 0.619 0.498 0.438
1173 0.617 0.504 0.441
1174 0.572 0.46 0.409
1175 0.618 0.488 0.433
1176 0.567 0.455 0.408
1177 0.55 0.456 0.405
1178 0.546 0.413 0.364
1179 0.528 0.424 0.384
1180 0.548 0.424 0.382
1181 0.501 0.388 0.343
1182 0.517 0.408 0.368
1183 0.492 0.383 0.346
1184 0.525 0.42 0.387
1185 0.464 0.372 0.325
1186 0.48 0.362 0.334
1187 0.454 0.353 0.311
1188 0.446 0.34 0.295
1189 0.426 0.337 0.316
1190 0.441 0.349 0.31
1191 0.443 0.333 0.305
1192 0.424 0.322 0.293
1193 0.397 0.3 0.27
1194 0.409 0.307 0.277
1195 0.398 0.295 0.268
1196 0.389 0.281 0.251
1197 0.384 0.292 0.263
1198 0.359 0.265 0.242
1199 0.365 0.287 0.266
1200 0.349 0.263 0.245
1201 0.344 0.255 0.226
1202 0.351 0.266 0.243
1203 0.338 0.243 0.227
1204 0.321 0.227 0.206
1205 0.3 0.228 0.217
1206 0.305 0.23 0.214
1207 0.292 0.22 0.204
1208 0.324 0.237 0.22
1209 0.281 0.208 0.204
1210 0.319 0.239 0.23
1211 0.298 0.228 0.211
1212 0.3 0.228 0.214
1213 0.257 0.183 0.178
1214 0.221 0.158 0.149
1215 0.257 0.174 0.165
1216 0.254 0.176 0.176
1217 0.262 0.181 0.175
1218 0.235 0.166 0.156
1219 0.241 0.178 0.173
1220 0.24 0.155 0.146
1221 0.219 0.159 0.149
1222 0.226 0.169 0.159
1223 0.233 0.159 0.148
1224 0.2 0.135 0.13
1225 0.206 0.144 0.141
1226 0.204 0.147 0.15
1227 0.205 0.133 0.138
1228 0.212 0.154 0.148
1229 0.195 0.136 0.133
1230 0.183 0.133 0.131
1231 0.181 0.124 0.126
1232 0.164 0.101 0.097
1233 0.174 0.121 0.12
1234 0.174 0.123 0.119
1235 0.2 0.128 0.127
1236 0.165 0.104 0.104
1237 0.165 0.112 0.109
1238 0.145 0.095 0.092
1239 0.162 0.115 0.117
1240 0.177 0.11 0.107
1241 0.144 0.106 0.101
1242 0.148 0.101 0.101
1243 0.154 0.099 0.1
1244 0.143 0.097 0.096
1245 0.162 0.108 0.112
1246 0.125 0.086 0.09
1247 0.161 0.107 0.108
1248 0.148 0.101 0.102
1249 0.149 0.1 0.105
1250 0.144 0.099 0.098
1251 0.139 0.095 0.099
1252 0.134 0.089 0.092
1253 0.117 0.074 0.081
1254 0.103 0.072 0.069
1255 0.12 0.081 0.083
1256 0.121 0.09 0.09
1257 0.14 0.104 0.107
1258 0.102 0.06 0.065
1259 0.121 0.093 0.093
1260 0.087 0.054 0.055
1261 0.1 0.071 0.075
1262 0.105 0.07 0.07
1263 0.105 0.074 0.072
1264 0.11 0.074 0.078
1265 0.097 0.062 0.07
1266 0.098 0.065 0.065
1267 0.086 0.059 0.065
1268 0.09 0.069 0.073
1269 0.077 0.044 0.048
1270 0.086 0.055 0.061
1271 0.078 0.055 0.057
1272 0.088 0.061 0.068
1273 0.088 0.062 0.067
1274 0.088 0.055 0.058
1275 0.068 0.046 0.05
1276 0.063 0.044 0.042
1277 0.08 0.057 0.054
1278 0.076 0.051 0.054
1279 0.076 0.054 0.059
1280 0.065 0.039 0.042
1281 0.067 0.051 0.054
1282 0.075 0.047 0.049
1283 0.072 0.046 0.049
1284 0.077 0.046 0.051
1285 0.057 0.042 0.047
1286 0.073 0.045 0.047
1287 0.068 0.043 0.049
1288 0.06 0.035 0.038
1289 0.057 0.039 0.04
1290 0.058 0.038 0.044
1291 0.068 0.044 0.048
1292 0.059 0.038 0.044
1293 0.066 0.049 0.052
1294 0.06 0.041 0.045
1295 0.061 0.044 0.046
1296 0.061 0.039 0.042
1297 0.048 0.032 0.031
1298 0.067 0.042 0.044
1299 0.072 0.048 0.053
1300 0.044 0.023 0.028
Resource Access 
Parallel 
RSF 




minT: 100  maxT: 110
Work Load
CS Length 
11 1.0 1.0 1.0
12 1.0 1.0 1.0
13 1.0 1.0 1.0
14 1.0 1.0 1.0
15 1.0 1.0 1.0
16 1.0 1.0 1.0
17 1.0 1.0 1.0
18 1.0 1.0 1.0
19 1.0 1.0 1.0
110 1.0 1.0 1.0
111 1.0 1.0 1.0
112 1.0 1.0 1.0
113 1.0 1.0 1.0
114 1.0 1.0 1.0
115 1.0 1.0 1.0
116 1.0 1.0 1.0
117 1.0 1.0 1.0
118 1.0 1.0 1.0
119 1.0 1.0 1.0
120 1.0 1.0 1.0
121 1.0 1.0 1.0
122 1.0 1.0 1.0
123 1.0 1.0 1.0
124 1.0 1.0 1.0
125 1.0 1.0 1.0
126 1.0 1.0 1.0
127 1.0 1.0 1.0
128 1.0 1.0 1.0
129 1.0 1.0 1.0
130 1.0 1.0 1.0
131 1.0 1.0 1.0
132 1.0 1.0 1.0
133 1.0 1.0 1.0
134 1.0 1.0 1.0
135 1.0 1.0 1.0
136 1.0 1.0 1.0
137 1.0 1.0 1.0
138 1.0 1.0 1.0
139 1.0 1.0 1.0
140 1.0 1.0 1.0
141 1.0 1.0 1.0
142 1.0 1.0 1.0
143 1.0 1.0 1.0
144 1.0 1.0 1.0
145 1.0 1.0 1.0
146 1.0 1.0 1.0
147 1.0 1.0 1.0
148 1.0 1.0 1.0
149 1.0 1.0 1.0
150 1.0 1.0 1.0
151 1.0 1.0 1.0
152 1.0 1.0 1.0
153 1.0 1.0 1.0
154 1.0 1.0 1.0
155 1.0 1.0 1.0
156 1.0 1.0 1.0
157 1.0 1.0 1.0
158 1.0 1.0 1.0
159 1.0 1.0 1.0
160 1.0 1.0 1.0
161 1.0 1.0 1.0
162 1.0 1.0 1.0
163 1.0 1.0 1.0
164 1.0 1.0 1.0
165 1.0 1.0 1.0
166 1.0 1.0 1.0
167 1.0 1.0 1.0
168 1.0 1.0 1.0
169 1.0 1.0 1.0
170 1.0 1.0 1.0
171 1.0 1.0 1.0
172 1.0 1.0 1.0
173 1.0 1.0 1.0
174 1.0 1.0 1.0
175 1.0 1.0 1.0
176 1.0 1.0 1.0
177 1.0 1.0 1.0
178 1.0 1.0 1.0
179 1.0 1.0 1.0
180 1.0 1.0 1.0
181 1.0 1.0 1.0
182 1.0 1.0 1.0
183 1.0 1.0 1.0
184 1.0 1.0 1.0
185 1.0 1.0 1.0
186 1.0 1.0 1.0
187 1.0 1.0 1.0
188 1.0 1.0 1.0
189 1.0 1.0 1.0
190 1.0 1.0 1.0
191 1.0 1.0 1.0
192 1.0 1.0 1.0
193 1.0 1.0 1.0
194 1.0 1.0 0.999
195 1.0 1.0 1.0
196 1.0 1.0 1.0
197 1.0 1.0 1.0
198 1.0 1.0 1.0
199 1.0 1.0 0.999
1100 1.0 1.0 1.0
1101 1.0 1.0 0.999
1102 1.0 1.0 1.0
1103 1.0 1.0 1.0
1104 1.0 1.0 1.0
1105 1.0 1.0 1.0
1106 1.0 0.999 0.999
1107 1.0 1.0 1.0
1108 1.0 1.0 1.0
1109 1.0 1.0 0.999
1110 1.0 1.0 0.999
1111 1.0 1.0 0.994
1112 1.0 1.0 0.997
1113 1.0 1.0 0.998
1114 1.0 1.0 0.997
1115 1.0 1.0 0.996
1116 1.0 0.999 0.994
1117 1.0 1.0 0.996
1118 1.0 0.998 0.989
1119 1.0 1.0 0.993
1120 1.0 0.999 0.992
1121 0.999 0.997 0.985
1122 0.997 0.993 0.983
1123 0.999 0.995 0.986
1124 0.999 0.996 0.987
1125 0.998 0.995 0.978
1126 1.0 0.997 0.98
1127 0.998 0.996 0.974
1128 0.998 0.995 0.967
1129 0.998 0.988 0.961
1130 0.999 0.994 0.973
1131 0.994 0.988 0.967
1132 0.992 0.976 0.954
1133 0.994 0.985 0.953
1134 0.997 0.989 0.962
1135 0.992 0.976 0.947
1136 0.994 0.972 0.934
1137 0.986 0.975 0.935
1138 0.982 0.956 0.917
1139 0.987 0.967 0.922
1140 0.985 0.97 0.921
1141 0.983 0.953 0.911
1142 0.986 0.958 0.914
1143 0.977 0.942 0.892
1144 0.984 0.957 0.905
1145 0.972 0.937 0.867
1146 0.972 0.929 0.877
1147 0.975 0.929 0.864
1148 0.966 0.928 0.874
1149 0.954 0.917 0.854
1150 0.948 0.915 0.86
1151 0.934 0.885 0.831
1152 0.943 0.896 0.826
1153 0.936 0.876 0.807
1154 0.925 0.878 0.811
1155 0.927 0.873 0.812
1156 0.914 0.851 0.789
1157 0.906 0.851 0.784
1158 0.923 0.856 0.792
1159 0.89 0.832 0.763
1160 0.899 0.835 0.78
1161 0.885 0.812 0.744
1162 0.876 0.806 0.748
1163 0.875 0.804 0.757
1164 0.851 0.769 0.718
1165 0.846 0.765 0.687
1166 0.85 0.766 0.699
1167 0.831 0.74 0.675
1168 0.843 0.756 0.693
1169 0.826 0.735 0.665
1170 0.806 0.723 0.665
1171 0.819 0.725 0.658
1172 0.818 0.733 0.663
1173 0.789 0.7 0.637
1174 0.792 0.692 0.627
1175 0.789 0.675 0.599
1176 0.785 0.691 0.629
1177 0.763 0.671 0.604
1178 0.759 0.658 0.6
1179 0.725 0.602 0.545
1180 0.701 0.599 0.547
1181 0.703 0.592 0.539
1182 0.697 0.585 0.534
1183 0.711 0.595 0.548
1184 0.717 0.605 0.546
1185 0.68 0.568 0.532
1186 0.652 0.54 0.492
1187 0.668 0.551 0.508
1188 0.655 0.537 0.484
1189 0.627 0.512 0.467
1190 0.659 0.528 0.483
1191 0.588 0.487 0.437
1192 0.616 0.503 0.461
1193 0.589 0.469 0.42
1194 0.597 0.493 0.449
1195 0.586 0.472 0.439
1196 0.56 0.448 0.405
1197 0.562 0.453 0.407
1198 0.551 0.438 0.402
1199 0.535 0.417 0.382
1200 0.521 0.413 0.365
1201 0.511 0.404 0.366
1202 0.505 0.413 0.385
1203 0.515 0.406 0.371
1204 0.487 0.375 0.343
1205 0.488 0.37 0.346
1206 0.47 0.35 0.319
1207 0.476 0.372 0.342
1208 0.465 0.369 0.342
1209 0.435 0.344 0.318
1210 0.462 0.345 0.313
1211 0.458 0.338 0.316
1212 0.417 0.317 0.301
1213 0.427 0.33 0.307
1214 0.426 0.323 0.309
1215 0.411 0.316 0.291
1216 0.381 0.292 0.272
1217 0.382 0.286 0.275
1218 0.4 0.297 0.281
1219 0.382 0.296 0.283
1220 0.358 0.262 0.25
1221 0.364 0.272 0.261
1222 0.347 0.267 0.251
1223 0.353 0.25 0.239
1224 0.355 0.261 0.251
1225 0.34 0.24 0.216
1226 0.319 0.245 0.235
1227 0.339 0.244 0.244
1228 0.298 0.222 0.21
1229 0.321 0.233 0.224
1230 0.286 0.208 0.198
1231 0.304 0.215 0.202
1232 0.318 0.215 0.214
1233 0.271 0.192 0.187
1234 0.282 0.211 0.203
1235 0.274 0.197 0.188
1236 0.258 0.162 0.157
1237 0.258 0.192 0.19
1238 0.28 0.2 0.193
1239 0.259 0.18 0.178
1240 0.271 0.188 0.186
1241 0.258 0.19 0.185
1242 0.231 0.163 0.163
1243 0.242 0.171 0.163
1244 0.238 0.161 0.153
1245 0.231 0.166 0.165
1246 0.232 0.18 0.17
1247 0.237 0.164 0.16
1248 0.232 0.158 0.152
1249 0.225 0.163 0.162
1250 0.201 0.137 0.137
1251 0.216 0.148 0.148
1252 0.187 0.131 0.133
1253 0.212 0.139 0.148
1254 0.208 0.147 0.15
1255 0.195 0.141 0.141
1256 0.168 0.118 0.111
1257 0.187 0.124 0.125
1258 0.178 0.128 0.125
1259 0.191 0.142 0.146
1260 0.173 0.125 0.127
1261 0.176 0.127 0.131
1262 0.149 0.097 0.101
1263 0.178 0.125 0.132
1264 0.159 0.108 0.112
1265 0.165 0.11 0.113
1266 0.141 0.092 0.097
1267 0.156 0.1 0.109
1268 0.147 0.096 0.099
1269 0.171 0.122 0.128
1270 0.123 0.088 0.091
1271 0.129 0.088 0.089
1272 0.128 0.082 0.085
1273 0.156 0.105 0.112
1274 0.151 0.099 0.104
1275 0.13 0.093 0.098
1276 0.149 0.107 0.107
1277 0.136 0.096 0.1
1278 0.114 0.073 0.076
1279 0.111 0.075 0.078
1280 0.139 0.093 0.102
1281 0.126 0.089 0.093
1282 0.121 0.088 0.086
1283 0.135 0.089 0.096
1284 0.114 0.077 0.078
1285 0.106 0.071 0.078
1286 0.114 0.068 0.073
1287 0.103 0.072 0.079
1288 0.113 0.075 0.079
1289 0.124 0.083 0.087
1290 0.107 0.075 0.083
1291 0.106 0.06 0.067
1292 0.096 0.069 0.073
1293 0.117 0.088 0.093
1294 0.112 0.071 0.074
1295 0.11 0.072 0.077
1296 0.101 0.064 0.073
1297 0.084 0.051 0.061
1298 0.099 0.059 0.067
1299 0.094 0.064 0.066
1300 0.088 0.057 0.061
Resource Access 
Parallel 
RSF 




minT: 110  maxT: 120
Work Load
CS Length 
11 1.0 1.0 1.0
12 1.0 1.0 1.0
13 1.0 1.0 1.0
14 1.0 1.0 1.0
15 1.0 1.0 1.0
16 1.0 1.0 1.0
17 1.0 1.0 1.0
18 1.0 1.0 1.0
19 1.0 1.0 1.0
110 1.0 1.0 1.0
111 1.0 1.0 1.0
112 1.0 1.0 1.0
113 1.0 1.0 1.0
114 1.0 1.0 1.0
115 1.0 1.0 1.0
116 1.0 1.0 1.0
117 1.0 1.0 1.0
118 1.0 1.0 1.0
119 1.0 1.0 1.0
120 1.0 1.0 1.0
121 1.0 1.0 1.0
122 1.0 1.0 1.0
123 1.0 1.0 1.0
124 1.0 1.0 1.0
125 1.0 1.0 1.0
126 1.0 1.0 1.0
127 1.0 1.0 1.0
128 1.0 1.0 1.0
129 1.0 1.0 1.0
130 1.0 1.0 1.0
131 1.0 1.0 1.0
132 1.0 1.0 1.0
133 1.0 1.0 1.0
134 1.0 1.0 1.0
135 1.0 1.0 1.0
136 1.0 1.0 1.0
137 1.0 1.0 1.0
138 1.0 1.0 1.0
139 1.0 1.0 1.0
140 1.0 1.0 1.0
141 1.0 1.0 1.0
142 1.0 1.0 1.0
143 1.0 1.0 1.0
144 1.0 1.0 1.0
145 1.0 1.0 1.0
146 1.0 1.0 1.0
147 1.0 1.0 1.0
148 1.0 1.0 1.0
149 1.0 1.0 1.0
150 1.0 1.0 1.0
151 1.0 1.0 1.0
152 1.0 1.0 1.0
153 1.0 1.0 1.0
154 1.0 1.0 1.0
155 1.0 1.0 1.0
156 1.0 1.0 1.0
157 1.0 1.0 1.0
158 1.0 1.0 1.0
159 1.0 1.0 1.0
160 1.0 1.0 1.0
161 1.0 1.0 1.0
162 1.0 1.0 1.0
163 1.0 1.0 1.0
164 1.0 1.0 1.0
165 1.0 1.0 1.0
166 1.0 1.0 1.0
167 1.0 1.0 1.0
168 1.0 1.0 1.0
169 1.0 1.0 1.0
170 1.0 1.0 1.0
171 1.0 1.0 1.0
172 1.0 1.0 1.0
173 1.0 1.0 1.0
174 1.0 1.0 1.0
175 1.0 1.0 1.0
176 1.0 1.0 1.0
177 1.0 1.0 1.0
178 1.0 1.0 1.0
179 1.0 1.0 1.0
180 1.0 1.0 1.0
181 1.0 1.0 1.0
182 1.0 1.0 1.0
183 1.0 1.0 1.0
184 1.0 1.0 1.0
185 1.0 1.0 1.0
186 1.0 1.0 1.0
187 1.0 1.0 1.0
188 1.0 1.0 1.0
189 1.0 1.0 1.0
190 1.0 1.0 1.0
191 1.0 1.0 1.0
192 1.0 1.0 1.0
193 1.0 1.0 1.0
194 1.0 1.0 1.0
195 1.0 1.0 1.0
196 1.0 1.0 1.0
197 1.0 1.0 1.0
198 1.0 1.0 1.0
199 1.0 1.0 1.0
1100 1.0 1.0 1.0
1101 1.0 1.0 1.0
1102 1.0 1.0 1.0
1103 1.0 1.0 1.0
1104 1.0 1.0 1.0
1105 1.0 1.0 1.0
1106 1.0 1.0 1.0
1107 1.0 1.0 1.0
1108 1.0 1.0 1.0
1109 1.0 1.0 1.0
1110 1.0 1.0 1.0
1111 1.0 1.0 1.0
1112 1.0 1.0 1.0
1113 1.0 1.0 1.0
1114 1.0 1.0 1.0
1115 1.0 1.0 1.0
1116 1.0 1.0 1.0
1117 1.0 1.0 1.0
1118 1.0 1.0 1.0
1119 1.0 1.0 1.0
1120 1.0 1.0 0.999
1121 1.0 1.0 0.999
1122 1.0 0.999 0.999
1123 1.0 1.0 0.999
1124 1.0 0.998 0.994
1125 1.0 1.0 0.998
1126 0.999 0.999 0.995
1127 1.0 1.0 0.995
1128 0.999 0.998 0.995
1129 0.999 0.998 0.99
1130 1.0 0.999 0.994
1131 1.0 0.997 0.991
1132 1.0 0.999 0.998
1133 1.0 0.999 0.996
1134 0.999 0.997 0.985
1135 1.0 0.998 0.991
1136 1.0 0.999 0.984
1137 0.997 0.995 0.981
1138 1.0 0.999 0.991
1139 0.999 0.991 0.977
1140 0.997 0.992 0.982
1141 0.998 0.995 0.983
1142 0.996 0.991 0.979
1143 0.996 0.99 0.968
1144 0.991 0.976 0.952
1145 0.993 0.984 0.966
1146 0.992 0.973 0.957
1147 0.995 0.987 0.958
1148 0.994 0.987 0.957
1149 0.991 0.974 0.954
1150 0.988 0.975 0.954
1151 0.987 0.973 0.952
1152 0.988 0.975 0.948
1153 0.991 0.969 0.931
1154 0.984 0.953 0.913
1155 0.981 0.962 0.927
1156 0.979 0.956 0.925
1157 0.979 0.958 0.921
1158 0.979 0.949 0.908
1159 0.983 0.958 0.908
1160 0.963 0.93 0.888
1161 0.957 0.925 0.882
1162 0.969 0.94 0.896
1163 0.96 0.919 0.874
1164 0.958 0.916 0.874
1165 0.949 0.912 0.861
1166 0.951 0.909 0.857
1167 0.946 0.902 0.85
1168 0.944 0.893 0.835
1169 0.946 0.894 0.825
1170 0.939 0.893 0.837
1171 0.935 0.863 0.811
1172 0.924 0.874 0.819
1173 0.912 0.843 0.787
1174 0.912 0.838 0.773
1175 0.911 0.849 0.796
1176 0.897 0.829 0.796
1177 0.888 0.839 0.773
1178 0.901 0.818 0.757
1179 0.875 0.797 0.738
1180 0.88 0.793 0.741
1181 0.866 0.797 0.749
1182 0.871 0.785 0.739
1183 0.886 0.805 0.734
1184 0.837 0.744 0.705
1185 0.84 0.744 0.687
1186 0.836 0.758 0.708
1187 0.813 0.715 0.662
1188 0.81 0.704 0.653
1189 0.796 0.699 0.647
1190 0.793 0.69 0.642
1191 0.774 0.689 0.654
1192 0.772 0.678 0.635
1193 0.782 0.675 0.628
1194 0.722 0.628 0.581
1195 0.748 0.658 0.605
1196 0.736 0.641 0.597
1197 0.735 0.629 0.583
1198 0.725 0.618 0.574
1199 0.728 0.627 0.589
1200 0.707 0.609 0.563
1201 0.687 0.577 0.536
1202 0.655 0.527 0.484
1203 0.712 0.59 0.553
1204 0.664 0.544 0.511
1205 0.665 0.553 0.517
1206 0.647 0.537 0.501
1207 0.646 0.53 0.498
1208 0.626 0.525 0.496
1209 0.65 0.526 0.497
1210 0.633 0.521 0.496
1211 0.626 0.51 0.467
1212 0.587 0.476 0.456
1213 0.596 0.492 0.462
1214 0.575 0.484 0.443
1215 0.574 0.457 0.435
1216 0.552 0.446 0.419
1217 0.558 0.459 0.425
1218 0.553 0.438 0.412
1219 0.526 0.414 0.397
1220 0.533 0.424 0.4
1221 0.512 0.4 0.379
1222 0.546 0.446 0.432
1223 0.504 0.397 0.382
1224 0.514 0.412 0.395
1225 0.528 0.429 0.418
1226 0.475 0.378 0.366
1227 0.494 0.381 0.353
1228 0.467 0.352 0.331
1229 0.476 0.353 0.335
1230 0.463 0.351 0.328
1231 0.447 0.343 0.329
1232 0.452 0.362 0.348
1233 0.438 0.346 0.325
1234 0.417 0.31 0.293
1235 0.401 0.293 0.272
1236 0.387 0.302 0.292
1237 0.436 0.347 0.339
1238 0.408 0.309 0.292
1239 0.371 0.28 0.278
1240 0.369 0.272 0.265
1241 0.367 0.293 0.281
1242 0.375 0.276 0.27
1243 0.393 0.289 0.282
1244 0.352 0.261 0.254
1245 0.347 0.273 0.264
1246 0.353 0.268 0.271
1247 0.361 0.269 0.255
1248 0.326 0.246 0.245
1249 0.329 0.242 0.238
1250 0.318 0.24 0.239
1251 0.321 0.247 0.244
1252 0.301 0.216 0.224
1253 0.321 0.242 0.237
1254 0.314 0.239 0.231
1255 0.308 0.219 0.223
1256 0.305 0.226 0.223
1257 0.274 0.212 0.211
1258 0.279 0.198 0.193
1259 0.295 0.224 0.223
1260 0.289 0.212 0.211
1261 0.274 0.187 0.18
1262 0.273 0.203 0.206
1263 0.27 0.197 0.199
1264 0.235 0.176 0.176
1265 0.264 0.192 0.197
1266 0.269 0.19 0.193
1267 0.262 0.187 0.191
1268 0.268 0.181 0.181
1269 0.222 0.166 0.169
1270 0.23 0.159 0.16
1271 0.219 0.163 0.163
1272 0.228 0.162 0.163
1273 0.21 0.145 0.149
1274 0.231 0.173 0.175
1275 0.217 0.164 0.165
1276 0.178 0.122 0.125
1277 0.216 0.157 0.161
1278 0.187 0.125 0.127
1279 0.175 0.12 0.129
1280 0.204 0.152 0.157
1281 0.2 0.148 0.158
1282 0.181 0.132 0.133
1283 0.193 0.133 0.135
1284 0.192 0.143 0.15
1285 0.189 0.14 0.145
1286 0.194 0.135 0.142
1287 0.164 0.122 0.125
1288 0.171 0.125 0.127
1289 0.171 0.113 0.121
1290 0.173 0.13 0.128
1291 0.165 0.123 0.129
1292 0.142 0.103 0.11
1293 0.144 0.091 0.097
1294 0.15 0.111 0.113
1295 0.138 0.097 0.101
1296 0.149 0.105 0.108
1297 0.157 0.102 0.11
1298 0.136 0.087 0.095
1299 0.148 0.097 0.102
1300 0.155 0.11 0.113
Resource Access 
Parallel 
RSF 




minT: 120  maxT: 130
Work Load
CS Length 
11 1.0 1.0 1.0
12 1.0 1.0 1.0
13 1.0 1.0 1.0
14 1.0 1.0 1.0
15 1.0 1.0 1.0
16 1.0 1.0 1.0
17 1.0 1.0 1.0
18 1.0 1.0 1.0
19 1.0 1.0 1.0
110 1.0 1.0 1.0
111 1.0 1.0 1.0
112 1.0 1.0 1.0
113 1.0 1.0 1.0
114 1.0 1.0 1.0
115 1.0 1.0 1.0
116 1.0 1.0 1.0
117 1.0 1.0 1.0
118 1.0 1.0 1.0
119 1.0 1.0 1.0
120 1.0 1.0 1.0
121 1.0 1.0 1.0
122 1.0 1.0 1.0
123 1.0 1.0 1.0
124 1.0 1.0 1.0
125 1.0 1.0 1.0
126 1.0 1.0 1.0
127 1.0 1.0 1.0
128 1.0 1.0 1.0
129 1.0 1.0 1.0
130 1.0 1.0 1.0
131 1.0 1.0 1.0
132 1.0 1.0 1.0
133 1.0 1.0 1.0
134 1.0 1.0 1.0
135 1.0 1.0 1.0
136 1.0 1.0 1.0
137 1.0 1.0 1.0
138 1.0 1.0 1.0
139 1.0 1.0 1.0
140 1.0 1.0 1.0
141 1.0 1.0 1.0
142 1.0 1.0 1.0
143 1.0 1.0 1.0
144 1.0 1.0 1.0
145 1.0 1.0 1.0
146 1.0 1.0 1.0
147 1.0 1.0 1.0
148 1.0 1.0 1.0
149 1.0 1.0 1.0
150 1.0 1.0 1.0
151 1.0 1.0 1.0
152 1.0 1.0 1.0
153 1.0 1.0 1.0
154 1.0 1.0 1.0
155 1.0 1.0 1.0
156 1.0 1.0 1.0
157 1.0 1.0 1.0
158 1.0 1.0 1.0
159 1.0 1.0 1.0
160 1.0 1.0 1.0
161 1.0 1.0 1.0
162 1.0 1.0 1.0
163 1.0 1.0 1.0
164 1.0 1.0 1.0
165 1.0 1.0 1.0
166 1.0 1.0 1.0
167 1.0 1.0 1.0
168 1.0 1.0 1.0
169 1.0 1.0 1.0
170 1.0 1.0 1.0
171 1.0 1.0 1.0
172 1.0 1.0 1.0
173 1.0 1.0 1.0
174 1.0 1.0 1.0
175 1.0 1.0 1.0
176 1.0 1.0 1.0
177 1.0 1.0 1.0
178 1.0 1.0 1.0
179 1.0 1.0 1.0
180 1.0 1.0 1.0
181 1.0 1.0 1.0
182 1.0 1.0 1.0
183 1.0 1.0 1.0
184 1.0 1.0 1.0
185 1.0 1.0 1.0
186 1.0 1.0 1.0
187 1.0 1.0 1.0
188 1.0 1.0 1.0
189 1.0 1.0 1.0
190 1.0 1.0 1.0
191 1.0 1.0 1.0
192 1.0 1.0 1.0
193 1.0 1.0 1.0
194 1.0 1.0 1.0
195 1.0 1.0 1.0
196 1.0 1.0 1.0
197 1.0 1.0 1.0
198 1.0 1.0 1.0
199 1.0 1.0 1.0
1100 1.0 1.0 1.0
1101 1.0 1.0 1.0
1102 1.0 1.0 1.0
1103 1.0 1.0 1.0
1104 1.0 1.0 1.0
1105 1.0 1.0 1.0
1106 1.0 1.0 1.0
1107 1.0 1.0 1.0
1108 1.0 1.0 1.0
1109 1.0 1.0 1.0
1110 1.0 1.0 1.0
1111 1.0 1.0 1.0
1112 1.0 1.0 1.0
1113 1.0 1.0 1.0
1114 1.0 1.0 1.0
1115 1.0 1.0 1.0
1116 1.0 1.0 1.0
1117 1.0 1.0 0.999
1118 1.0 1.0 1.0
1119 1.0 1.0 1.0
1120 1.0 1.0 1.0
1121 1.0 1.0 0.999
1122 1.0 1.0 0.998
1123 1.0 1.0 1.0
1124 1.0 1.0 1.0
1125 1.0 1.0 1.0
1126 1.0 1.0 0.999
1127 1.0 1.0 0.998
1128 1.0 1.0 1.0
1129 1.0 1.0 1.0
1130 1.0 1.0 1.0
1131 1.0 1.0 1.0
1132 1.0 1.0 1.0
1133 1.0 1.0 0.999
1134 1.0 1.0 0.999
1135 0.999 0.999 0.998
1136 1.0 1.0 0.999
1137 0.999 0.999 0.998
1138 0.999 0.997 0.995
1139 0.999 0.999 0.998
1140 0.999 0.999 0.994
1141 1.0 0.998 0.995
1142 1.0 0.999 0.994
1143 1.0 0.999 0.993
1144 1.0 0.999 0.992
1145 0.999 0.998 0.996
1146 1.0 0.997 0.992
1147 0.999 0.999 0.992
1148 0.998 0.996 0.992
1149 0.998 0.996 0.988
1150 0.999 0.997 0.988
1151 1.0 0.996 0.991
1152 0.997 0.995 0.988
1153 0.997 0.991 0.978
1154 0.998 0.997 0.989
1155 0.998 0.991 0.974
1156 0.998 0.992 0.973
1157 0.996 0.994 0.981
1158 0.993 0.986 0.971
1159 0.992 0.983 0.969
1160 0.996 0.986 0.972
1161 0.995 0.986 0.956
1162 0.989 0.973 0.959
1163 0.992 0.977 0.952
1164 0.988 0.979 0.957
1165 0.99 0.975 0.956
1166 0.984 0.965 0.943
1167 0.99 0.971 0.944
1168 0.981 0.957 0.934
1169 0.98 0.961 0.937
1170 0.982 0.956 0.924
1171 0.979 0.951 0.923
1172 0.975 0.949 0.923
1173 0.969 0.945 0.911
1174 0.977 0.942 0.909
1175 0.966 0.928 0.887
1176 0.961 0.918 0.88
